step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,error_balance_orig,error_balance_dest,step_sin,step_cos
7,21729.0,21729.0,0.0,27335.0,0.0,False,True,False,False,False,0.0,-49064.0,0.9659258262890683,-0.25881904510252063
7,5460002.91,5460002.91,0.0,0.0,0.0,False,False,False,False,True,0.0,-5460002.91,0.9659258262890683,-0.25881904510252063
7,5460002.91,5460002.91,0.0,0.0,9281535.44,False,True,False,False,False,0.0,3821532.5299999993,0.9659258262890683,-0.25881904510252063
7,164.0,164.0,0.0,0.0,0.0,False,False,False,False,True,0.0,-164.0,0.9659258262890683,-0.25881904510252063
7,164.0,164.0,0.0,4068.0,0.0,False,True,False,False,False,0.0,-4232.0,0.9659258262890683,-0.25881904510252063
7,21571.0,21571.0,0.0,0.0,0.0,False,False,False,False,True,0.0,-21571.0,0.9659258262890683,-0.25881904510252063
7,21571.0,21571.0,0.0,30797.41,71140.3,False,True,False,False,False,0.0,18771.89,0.9659258262890683,-0.25881904510252063
7,441445.58,441445.58,0.0,0.0,0.0,False,False,False,False,True,0.0,-441445.58,0.9659258262890683,-0.25881904510252063
7,441445.58,441445.58,0.0,98993.5,0.0,False,True,False,False,False,0.0,-540439.0800000001,0.9659258262890683,-0.25881904510252063
8,181728.11,0.0,0.0,11397.0,184477.77,False,True,False,False,False,181728.11,-8647.339999999997,0.8660254037844387,-0.4999999999999998
8,222.0,222.0,0.0,0.0,267095.19,False,False,False,False,True,0.0,266873.19,0.8660254037844387,-0.4999999999999998
8,222.0,222.0,0.0,24708.0,171647.35,False,True,False,False,False,0.0,146717.35,0.8660254037844387,-0.4999999999999998
8,1996.17,1996.17,0.0,0.0,0.0,False,False,False,False,True,0.0,-1996.17,0.8660254037844387,-0.4999999999999998
8,1996.17,1996.17,0.0,2559.74,4555.92,False,True,False,False,False,0.0,0.010000000000218279,0.8660254037844387,-0.4999999999999998
8,1078013.76,0.0,0.0,0.0,970749.68,False,False,False,False,True,1078013.76,-107264.07999999996,0.8660254037844387,-0.4999999999999998
8,89631.24,89631.24,0.0,0.0,0.0,False,False,False,False,True,0.0,-89631.24,0.8660254037844387,-0.4999999999999998
8,89631.24,89631.24,0.0,21175.0,0.0,False,True,False,False,False,0.0,-110806.24,0.8660254037844387,-0.4999999999999998
8,29707.86,29707.86,0.0,0.0,0.0,False,False,False,False,True,0.0,-29707.86,0.8660254037844387,-0.4999999999999998
8,29707.86,29707.86,0.0,10935.0,0.0,False,True,False,False,False,0.0,-40642.86,0.8660254037844387,-0.4999999999999998
8,43092.0,43092.0,0.0,0.0,0.0,False,False,False,False,True,0.0,-43092.0,0.8660254037844387,-0.4999999999999998
8,43092.0,43092.0,0.0,660641.74,1158662.9,False,True,False,False,False,0.0,454929.1599999999,0.8660254037844387,-0.4999999999999998
9,556218.01,556218.01,0.0,0.0,0.0,False,False,False,False,True,0.0,-556218.01,0.7071067811865476,-0.7071067811865475
9,556218.01,556218.01,0.0,0.0,582265.81,False,True,False,False,False,0.0,26047.800000000047,0.7071067811865476,-0.7071067811865475
9,11308.0,11308.0,0.0,0.0,0.0,False,False,False,False,True,0.0,-11308.0,0.7071067811865476,-0.7071067811865475
9,11308.0,11308.0,0.0,0.0,302550.56,False,True,False,False,False,0.0,291242.56,0.7071067811865476,-0.7071067811865475
9,350705.74,350705.74,0.0,0.0,1184633.07,False,False,False,False,True,0.0,833927.3300000001,0.7071067811865476,-0.7071067811865475
9,350705.74,350705.74,0.0,894760.68,1794033.65,False,True,False,False,False,0.0,548567.2299999999,0.7071067811865476,-0.7071067811865475
9,2539898.07,2539898.07,0.0,0.0,261290.69,False,False,False,False,True,0.0,-2278607.38,0.7071067811865476,-0.7071067811865475
9,2539898.07,2539898.07,0.0,968.0,1842864.22,False,True,False,False,False,0.0,-698001.8499999999,0.7071067811865476,-0.7071067811865475
9,361559.69,361559.69,0.0,0.0,141302.12,False,False,False,False,True,0.0,-220257.57,0.7071067811865476,-0.7071067811865475
9,361559.69,361559.69,0.0,504667.31,189441.24,False,True,False,False,False,0.0,-676785.76,0.7071067811865476,-0.7071067811865475
9,1154353.99,1154353.99,0.0,0.0,10872.9,False,False,False,False,True,0.0,-1143481.09,0.7071067811865476,-0.7071067811865475
9,1154353.99,1154353.99,0.0,162222.0,1965587.6,False,True,False,False,False,0.0,649011.6100000001,0.7071067811865476,-0.7071067811865475
9,21922.0,21922.0,0.0,0.0,0.0,False,False,False,False,True,0.0,-21922.0,0.7071067811865476,-0.7071067811865475
9,21922.0,21922.0,0.0,1929861.61,2046918.8,False,True,False,False,False,0.0,95135.18999999994,0.7071067811865476,-0.7071067811865475
9,994453.2,1437370.87,442917.67,194812.76,665743.67,False,False,False,False,True,-2.3283064365386963e-10,-523522.2899999999,0.7071067811865476,-0.7071067811865475
9,1055.0,1055.0,0.0,0.0,0.0,False,False,False,False,True,0.0,-1055.0,0.7071067811865476,-0.7071067811865475
9,1055.0,1055.0,0.0,75179.0,0.0,False,True,False,False,False,0.0,-76234.0,0.7071067811865476,-0.7071067811865475
9,244068.01,244068.01,0.0,0.0,0.0,False,False,False,False,True,0.0,-244068.01,0.7071067811865476,-0.7071067811865475
9,244068.01,244068.01,0.0,0.0,338538.16,False,True,False,False,False,0.0,94470.14999999997,0.7071067811865476,-0.7071067811865475
10,59835.0,59835.0,0.0,0.0,0.0,False,False,False,False,True,0.0,-59835.0,0.49999999999999994,-0.8660254037844387
10,59835.0,59835.0,0.0,255480.76,315315.76,False,True,False,False,False,0.0,0.0,0.49999999999999994,-0.8660254037844387
10,277970.88,0.0,0.0,0.0,277970.88,False,True,False,False,False,277970.88,0.0,0.49999999999999994,-0.8660254037844387
10,93810.76,93810.76,0.0,0.0,0.0,False,False,False,False,True,0.0,-93810.76,0.49999999999999994,-0.8660254037844387
10,93810.76,93810.76,0.0,4096048.05,4189858.81,False,True,False,False,False,0.0,2.473825588822365e-10,0.49999999999999994,-0.8660254037844387
10,503405.88,503405.88,0.0,0.0,0.0,False,False,False,False,True,0.0,-503405.88,0.49999999999999994,-0.8660254037844387
10,503405.88,503405.88,0.0,29669.0,533074.88,False,True,False,False,False,0.0,0.0,0.49999999999999994,-0.8660254037844387
10,2662734.59,2662734.59,0.0,0.0,0.0,False,False,False,False,True,0.0,-2662734.59,0.49999999999999994,-0.8660254037844387
10,2662734.59,2662734.59,0.0,14165.62,2930405.33,False,True,False,False,False,0.0,253505.1200000001,0.49999999999999994,-0.8660254037844387
10,9217.19,9217.19,0.0,0.0,96795.6,False,False,False,False,True,0.0,87578.41,0.49999999999999994,-0.8660254037844387
10,9217.19,9217.19,0.0,0.0,9217.19,False,True,False,False,False,0.0,0.0,0.49999999999999994,-0.8660254037844387
11,2100.0,2100.0,0.0,0.0,0.0,False,False,False,False,True,0.0,-2100.0,0.258819045102521,-0.9659258262890682
11,2100.0,2100.0,0.0,112512.48,114612.48,False,True,False,False,False,0.0,0.0,0.258819045102521,-0.9659258262890682
11,1933920.8,0.0,0.0,1283762.85,3217683.65,False,False,False,False,True,1933920.8,-2.3283064365386963e-10,0.258819045102521,-0.9659258262890682
11,313418.28,313418.28,0.0,0.0,97980.88,False,False,False,False,True,0.0,-215437.40000000002,0.258819045102521,-0.9659258262890682
11,313418.28,313418.28,0.0,688164.64,1029922.17,False,True,False,False,False,0.0,28339.25,0.258819045102521,-0.9659258262890682
11,12461.0,12461.0,0.0,0.0,0.0,False,False,False,False,True,0.0,-12461.0,0.258819045102521,-0.9659258262890682
11,12461.0,12461.0,0.0,27964.11,40425.11,False,True,False,False,False,0.0,0.0,0.258819045102521,-0.9659258262890682
12,19472.0,19472.0,0.0,0.0,0.0,False,False,False,False,True,0.0,-19472.0,1.2246467991473532e-16,-1.0
12,19472.0,19472.0,0.0,0.0,19472.0,False,True,False,False,False,0.0,0.0,1.2246467991473532e-16,-1.0
12,3964129.99,3964129.99,0.0,0.0,0.0,False,False,False,False,True,0.0,-3964129.99,1.2246467991473532e-16,-1.0
12,3964129.99,3964129.99,0.0,1912955.54,5811064.07,False,True,False,False,False,0.0,-66021.45999999996,1.2246467991473532e-16,-1.0
12,1041647.06,1041647.06,0.0,0.0,0.0,False,False,False,False,True,0.0,-1041647.06,1.2246467991473532e-16,-1.0
12,1041647.06,1041647.06,0.0,52730.33,1094377.39,False,True,False,False,False,0.0,-1.1641532182693481e-10,1.2246467991473532e-16,-1.0
12,2066467.64,2066467.64,0.0,0.0,81209.81,False,False,False,False,True,0.0,-1985257.8299999998,1.2246467991473532e-16,-1.0
12,2066467.64,2066467.64,0.0,194510.24,3098566.67,False,True,False,False,False,0.0,837588.7899999998,1.2246467991473532e-16,-1.0
12,149668.66,0.0,0.0,44170.11,193838.76,False,True,False,False,False,149668.66,-0.009999999980209395,1.2246467991473532e-16,-1.0
12,2007.0,2007.0,0.0,0.0,0.0,False,False,False,False,True,0.0,-2007.0,1.2246467991473532e-16,-1.0
12,2007.0,2007.0,0.0,129917.8,250910.76,False,True,False,False,False,0.0,118985.96,1.2246467991473532e-16,-1.0
12,222048.71,0.0,0.0,2979.0,225027.71,False,True,False,False,False,222048.71,0.0,1.2246467991473532e-16,-1.0
12,8677.0,8677.0,0.0,0.0,0.0,False,False,False,False,True,0.0,-8677.0,1.2246467991473532e-16,-1.0
12,8677.0,8677.0,0.0,225127.62,233804.62,False,True,False,False,False,0.0,0.0,1.2246467991473532e-16,-1.0
13,408.0,408.0,0.0,0.0,226013.18,False,False,False,False,True,0.0,225605.18,-0.2588190451025208,-0.9659258262890683
13,408.0,408.0,0.0,898297.85,1075854.14,False,True,False,False,False,0.0,177148.28999999992,-0.2588190451025208,-0.9659258262890683
13,48375.02,48375.02,0.0,0.0,0.0,False,False,False,False,True,0.0,-48375.02,-0.2588190451025208,-0.9659258262890683
13,48375.02,48375.02,0.0,374803.26,658520.33,False,True,False,False,False,0.0,235342.04999999996,-0.2588190451025208,-0.9659258262890683
13,4022667.54,4022667.54,0.0,0.0,0.0,False,False,False,False,True,0.0,-4022667.54,-0.2588190451025208,-0.9659258262890683
13,4022667.54,4022667.54,0.0,80136.56,4057191.21,False,True,False,False,False,0.0,-45612.89000000013,-0.2588190451025208,-0.9659258262890683
13,454859.39,0.0,0.0,0.0,454859.39,False,True,False,False,False,454859.39,0.0,-0.2588190451025208,-0.9659258262890683
13,1161495.82,1161495.82,0.0,0.0,0.0,False,False,False,False,True,0.0,-1161495.82,-0.2588190451025208,-0.9659258262890683
13,1161495.82,1161495.82,0.0,319036.02,1565123.81,False,True,False,False,False,0.0,84591.96999999997,-0.2588190451025208,-0.9659258262890683
13,2686564.04,2686564.04,0.0,0.0,0.0,False,False,False,False,True,0.0,-2686564.04,-0.2588190451025208,-0.9659258262890683
13,2686564.04,2686564.04,0.0,438199.37,3124763.41,False,True,False,False,False,0.0,0.0,-0.2588190451025208,-0.9659258262890683
13,6188514.81,6188514.81,0.0,0.0,0.0,False,False,False,False,True,0.0,-6188514.81,-0.2588190451025208,-0.9659258262890683
13,6188514.81,6188514.81,0.0,381607.21,6424681.56,False,True,False,False,False,0.0,-145440.45999999996,-0.2588190451025208,-0.9659258262890683
13,123194.95,79466.45,0.0,535933.16,263908.84,False,False,False,False,True,43728.5,-395219.27,-0.2588190451025208,-0.9659258262890683
14,2093951.47,2093951.47,0.0,0.0,0.0,False,False,False,False,True,0.0,-2093951.47,-0.4999999999999997,-0.8660254037844388
14,2093951.47,2093951.47,0.0,0.0,2093951.47,False,True,False,False,False,0.0,0.0,-0.4999999999999997,-0.8660254037844388
14,143032.0,143032.0,0.0,0.0,0.0,False,False,False,False,True,0.0,-143032.0,-0.4999999999999997,-0.8660254037844388
14,143032.0,143032.0,0.0,814654.61,1020323.73,False,True,False,False,False,0.0,62637.119999999995,-0.4999999999999997,-0.8660254037844388
14,2927005.15,2927005.15,0.0,0.0,0.0,False,False,False,False,True,0.0,-2927005.15,-0.4999999999999997,-0.8660254037844388
14,2927005.15,2927005.15,0.0,0.0,2994420.07,False,True,False,False,False,0.0,67414.91999999993,-0.4999999999999997,-0.8660254037844388
14,1832319.42,1832319.42,0.0,0.0,0.0,False,False,False,False,True,0.0,-1832319.42,-0.4999999999999997,-0.8660254037844388
14,1832319.42,1832319.42,0.0,43962.42,2440139.69,False,True,False,False,False,0.0,563857.8500000001,-0.4999999999999997,-0.8660254037844388
14,1561891.66,1561891.66,0.0,0.0,0.0,False,False,False,False,True,0.0,-1561891.66,-0.4999999999999997,-0.8660254037844388
14,1561891.66,1561891.66,0.0,3471928.95,6443177.56,False,True,False,False,False,0.0,1409356.9499999995,-0.4999999999999997,-0.8660254037844388
14,65488.05,65488.05,0.0,0.0,0.0,False,False,False,False,True,0.0,-65488.05,-0.4999999999999997,-0.8660254037844388
14,65488.05,65488.05,0.0,0.0,65488.05,False,True,False,False,False,0.0,0.0,-0.4999999999999997,-0.8660254037844388
15,696763.08,696763.08,0.0,0.0,69861.26,False,False,False,False,True,0.0,-626901.82,-0.7071067811865471,-0.7071067811865479
15,696763.08,696763.08,0.0,366114.58,1347073.81,False,True,False,False,False,0.0,284196.15,-0.7071067811865471,-0.7071067811865479
15,119.0,119.0,0.0,0.0,0.0,False,False,False,False,True,0.0,-119.0,-0.7071067811865471,-0.7071067811865479
15,119.0,119.0,0.0,4844060.13,4844179.13,False,True,False,False,False,0.0,0.0,-0.7071067811865471,-0.7071067811865479
15,128473.62,128473.62,0.0,0.0,0.0,False,False,False,False,True,0.0,-128473.62,-0.7071067811865471,-0.7071067811865479
15,128473.62,128473.62,0.0,0.0,128473.62,False,True,False,False,False,0.0,0.0,-0.7071067811865471,-0.7071067811865479
15,248056.41,248056.41,0.0,0.0,0.0,False,False,False,False,True,0.0,-248056.41,-0.7071067811865471,-0.7071067811865479
15,248056.41,248056.41,0.0,0.0,201427.47,False,True,False,False,False,0.0,-46628.94,-0.7071067811865471,-0.7071067811865479
15,164500.81,164500.81,0.0,0.0,0.0,False,False,False,False,True,0.0,-164500.81,-0.7071067811865471,-0.7071067811865479
15,164500.81,164500.81,0.0,685636.21,850137.02,False,True,False,False,False,0.0,5.820766091346741e-11,-0.7071067811865471,-0.7071067811865479
15,212089.74,212089.74,0.0,0.0,0.0,False,False,False,False,True,0.0,-212089.74,-0.7071067811865471,-0.7071067811865479
15,212089.74,212089.74,0.0,257758.48,469848.23,False,True,False,False,False,0.0,0.009999999980209395,-0.7071067811865471,-0.7071067811865479
15,95428.32,0.0,0.0,0.0,95428.32,False,True,False,False,False,95428.32,0.0,-0.7071067811865471,-0.7071067811865479
15,39713.28,0.0,0.0,1274866.51,1314579.79,False,True,False,False,False,39713.28,2.9103830456733704e-11,-0.7071067811865471,-0.7071067811865479
15,170.0,170.0,0.0,0.0,0.0,False,False,False,False,True,0.0,-170.0,-0.7071067811865471,-0.7071067811865479
15,170.0,170.0,0.0,413421.36,345764.15,False,True,False,False,False,0.0,-67827.20999999996,-0.7071067811865471,-0.7071067811865479
15,747282.4,747282.4,0.0,0.0,0.0,False,False,False,False,True,0.0,-747282.4,-0.7071067811865471,-0.7071067811865479
15,747282.4,747282.4,0.0,5340917.82,6088200.22,False,True,False,False,False,0.0,-5.820766091346741e-10,-0.7071067811865471,-0.7071067811865479
15,59385.67,59385.67,0.0,0.0,0.0,False,False,False,False,True,0.0,-59385.67,-0.7071067811865471,-0.7071067811865479
15,59385.67,59385.67,0.0,74371.0,133756.67,False,True,False,False,False,0.0,1.4551915228366852e-11,-0.7071067811865471,-0.7071067811865479
16,2198224.71,2198224.71,0.0,0.0,0.0,False,False,False,False,True,0.0,-2198224.71,-0.8660254037844385,-0.5000000000000004
16,2198224.71,2198224.71,0.0,0.0,2198224.71,False,True,False,False,False,0.0,0.0,-0.8660254037844385,-0.5000000000000004
16,828720.89,828720.89,0.0,0.0,0.0,False,False,False,False,True,0.0,-828720.89,-0.8660254037844385,-0.5000000000000004
16,828720.89,828720.89,0.0,9142622.59,10200000.0,False,True,False,False,False,0.0,228656.52000000014,-0.8660254037844385,-0.5000000000000004
16,2701905.3,2701905.3,0.0,0.0,0.0,False,False,False,False,True,0.0,-2701905.3,-0.8660254037844385,-0.5000000000000004
16,2701905.3,2701905.3,0.0,57418.0,2759323.3,False,True,False,False,False,0.0,0.0,-0.8660254037844385,-0.5000000000000004
16,31074.0,31074.0,0.0,0.0,0.0,False,False,False,False,True,0.0,-31074.0,-0.8660254037844385,-0.5000000000000004
16,31074.0,31074.0,0.0,0.0,31074.0,False,True,False,False,False,0.0,0.0,-0.8660254037844385,-0.5000000000000004
16,121626.82,121626.82,0.0,0.0,0.0,False,False,False,False,True,0.0,-121626.82,-0.8660254037844385,-0.5000000000000004
16,121626.82,121626.82,0.0,653744.34,775371.16,False,True,False,False,False,0.0,5.820766091346741e-11,-0.8660254037844385,-0.5000000000000004
17,1639676.27,1639676.27,0.0,0.0,0.0,False,False,False,False,True,0.0,-1639676.27,-0.9659258262890683,-0.25881904510252063
17,1639676.27,1639676.27,0.0,448954.92,2198318.48,False,True,False,False,False,0.0,109687.29000000004,-0.9659258262890683,-0.25881904510252063
17,305627.0,305627.0,0.0,0.0,0.0,False,False,False,False,True,0.0,-305627.0,-0.9659258262890683,-0.25881904510252063
17,305627.0,305627.0,0.0,7699847.16,8005474.16,False,True,False,False,False,0.0,0.0,-0.9659258262890683,-0.25881904510252063
17,195351.76,195351.76,0.0,0.0,0.0,False,False,False,False,True,0.0,-195351.76,-0.9659258262890683,-0.25881904510252063
17,195351.76,195351.76,0.0,156408.25,265841.0,False,True,False,False,False,0.0,-85919.01000000001,-0.9659258262890683,-0.25881904510252063
17,42062.82,340830.43,298767.61,398931.35,678419.64,False,True,False,False,False,-7.275957614183426e-12,237425.47000000003,-0.9659258262890683,-0.25881904510252063
18,295664.18,295664.18,0.0,0.0,0.0,False,False,False,False,True,0.0,-295664.18,-1.0,-1.8369701987210297e-16
18,295664.18,295664.18,0.0,10200000.0,10500000.0,False,True,False,False,False,0.0,4335.820000000007,-1.0,-1.8369701987210297e-16
18,307739.18,307739.18,0.0,0.0,0.0,False,False,False,False,True,0.0,-307739.18,-1.0,-1.8369701987210297e-16
18,307739.18,307739.18,0.0,25326.0,838246.41,False,True,False,False,False,0.0,505181.23000000004,-1.0,-1.8369701987210297e-16
18,314251.58,75956.47,0.0,7962205.25,8276456.84,False,True,False,False,False,238295.11000000002,0.009999999834690243,-1.0,-1.8369701987210297e-16
18,1102133.9,1102133.9,0.0,0.0,746575.95,False,False,False,False,True,0.0,-355557.94999999995,-1.0,-1.8369701987210297e-16
18,1102133.9,1102133.9,0.0,306228.56,1408362.45,False,True,False,False,False,0.0,-0.010000000009313226,-1.0,-1.8369701987210297e-16
18,1144089.37,1144089.37,0.0,0.0,0.0,False,False,False,False,True,0.0,-1144089.37,-1.0,-1.8369701987210297e-16
